id,name_en,name_de,name_es,category,force_type,mechanic,difficulty,equipment,body_part,primary_muscles,secondary_muscles,goals,tags,met,is_unilateral,is_bodyweight,description_en,instructions_en,image_flat_start,image_flat_peak,image_flat_main
seated-dumbbell-lateral-raise,Seated Dumbbell Lateral Raise,Seated Dumbbell Lateral Raise,Elevación Lateral con Mancuerna Sentado,strength,push,isolation,beginner,dumbbell,shoulders,lateral_deltoid,anterior_deltoid|trapezius,hypertrophy,knee_safe|lower_back_safe|shoulder_safe|no_axial_load|requires_bench,5.0,False,False,"A seated isolation exercise raising dumbbells out to the sides, targeting the side deltoids without leg drive.",Sit on a bench with a dumbbell in each hand at your sides. | Keep your back upright and core braced. | Raise both dumbbells out to the sides until they reach shoulder height. | Keep a slight bend in your elbows. | Lower the dumbbells with control. | Repeat for the desired number of reps.,images/flat/seated-dumbbell-lateral-raise-start.webp,images/flat/seated-dumbbell-lateral-raise-peak.webp,
seated-dumbbell-tricep-extension,Seated Dumbbell Tricep Extension,Seated Dumbbell Trizeps Extension,Extensión de Tríceps con Mancuerna Sentado,strength,push,isolation,beginner,dumbbell,upper_arms,triceps_brachii,anterior_deltoid,hypertrophy,knee_safe|no_axial_load|lower_back_safe|shoulder_safe|requires_bench,5.0,False,False,"A seated overhead extension lowering a dumbbell behind the head, stretching and working the triceps.",Sit on a bench with a dumbbell held overhead in both hands. | Keep your upper arms vertical next to your ears. | Lower the dumbbell behind your head by bending your elbows. | Extend your arms to press the dumbbell back overhead. | Squeeze your triceps at the top. | Repeat for the desired number of reps.,images/flat/seated-dumbbell-tricep-extension-start.webp,images/flat/seated-dumbbell-tricep-extension-peak.webp,
seated-leg-curl,Seated Leg Curl,Sitzende Beinbeuge,Curl de Piernas Sentado,strength,pull,isolation,beginner,leg_curl,upper_legs,hamstrings,gastrocnemius,hypertrophy,leg_day,5.0,False,False,"A machine isolation exercise for the hamstrings performed in a seated position, providing consistent tension and reduced hip flexor involvement compared to the lying variant.","Adjust the seat back and ankle pad so your knees align with the machine's pivot point. | Sit upright, place the backs of your ankles on top of the pad, and grip the handles. | Curl your lower legs down and back under the seat as far as the machine allows. | Pause at peak contraction, then return the weight slowly to the starting position. | Repeat for the desired reps.",images/flat/seated-leg-curl-start.webp,images/flat/seated-leg-curl-peak.webp,
seated-smith-machine-shoulder-press,Seated Smith Machine Shoulder Press,Seated Smith Machine Schulterdrücken,Press de Hombros en Máquina Smith Sentado,strength,push,compound,beginner,smith_machine,shoulders,anterior_deltoid|lateral_deltoid,trapezius|triceps_brachii,hypertrophy|strength,knee_safe|lower_back_safe|no_axial_load,6.0,False,False,"A seated overhead press on the Smith machine, using the fixed bar path to keep the focus on the deltoids.",Position a bench inside a Smith machine. | Sit facing forward with the bar at shoulder height. | Grip the bar slightly wider than shoulder-width. | Unrack and press the bar straight up until your arms are extended. | Lower the bar back to shoulder height with control. | Repeat for the desired number of reps.,images/flat/seated-smith-machine-shoulder-press-start.webp,images/flat/seated-smith-machine-shoulder-press-peak.webp,
shrug,Barbell Shrug,Langhantel Shrug,Encogimiento con Barra,strength,pull,isolation,beginner,barbell,shoulders,trapezius,rhomboids,hypertrophy|strength,knee_safe|lower_back_safe|shoulder_safe|no_axial_load,5.0,False,False,An isolation movement for the upper trapezius.,Stand holding a barbell at arm's length with an overhand grip. | Shrug your shoulders straight up toward your ears. | Hold briefly at the top. | Lower your shoulders back down with control. | Repeat.,images/flat/shrug-start.webp,images/flat/shrug-peak.webp,
side-lunge,Side Lunge,Side Lunge,Zancada Lateral,strength,push,compound,intermediate,,upper_legs,gluteus_maximus|quadriceps,gluteus_medius|hamstrings|hip_flexors,hypertrophy|strength,shoulder_safe|lower_back_safe|no_axial_load|knee_safe,5.0,True,True,"A lateral lunge stepping wide to one side, training the quads, glutes, and inner thighs through a side-to-side pattern.","Stand with feet hip-width apart and hands at your chest. | Step one leg wide to the side, keeping the other leg straight. | Bend the stepping knee and push your hips back into a lateral squat. | Keep your chest up and the working heel planted. | Drive through the bent leg to return to standing. | Complete reps on one side, then switch.",images/flat/side-lunge-start.webp,images/flat/side-lunge-peak.webp,
side-lying-hip-abduction,Side-Lying Hip Abduction,Side-Lying Hip Abduction,Abducción de Cadera Acostado de Lado,strength,push,isolation,beginner,,upper_legs,abductors|gluteus_medius,,hypertrophy|rehabilitation,leg_day|knee_safe|shoulder_safe|no_axial_load|lower_back_safe,3.5,True,True,A bodyweight isolation exercise targeting the gluteus medius and hip abductors.,Lie on your side with legs stacked. | Keep the bottom leg slightly bent. | Raise the top leg toward the ceiling. | Lower under control. | Repeat on both sides.,images/flat/side-lying-hip-abduction-start.webp,images/flat/side-lying-hip-abduction-peak.webp,
side-lying-hip-adduction,Side Lying Hip Adduction,Side Lying Hip Adduktion,Aducción de Cadera Acostado de Lado,strength,pull,isolation,intermediate,,upper_legs,adductors,,hypertrophy,lower_back_safe|knee_safe|shoulder_safe|no_axial_load,3.5,False,True,"A side-lying exercise raising the bottom leg against gravity, training hip adduction with body weight alone.","Lie on your side with your bottom leg straight. | Bend your top leg and place its foot flat in front of the bottom thigh. | Support your head with your bottom arm. | Lift the bottom leg upward toward the ceiling. | Lower the leg back down under control. | Complete reps on one side, then switch.",images/flat/side-lying-hip-adduction-start.webp,images/flat/side-lying-hip-adduction-peak.webp,
side-plank,Side Plank,Side Plank,Plancha Lateral,strength,static,compound,beginner,,core,obliques|transverse_abdominis,gluteus_medius|rectus_abdominis,endurance|strength,core|calisthenics|lower_back_safe|knee_safe|no_axial_load|shoulder_safe,3.5,False,True,A lateral plank variation targeting the obliques and lateral core.,"Lie on your side with your forearm on the floor, elbow under your shoulder. | Lift your hips off the floor, forming a straight line from head to feet. | Hold the position, keeping your core tight. | Breathe steadily. | Repeat on both sides.",,,images/flat/side-plank-main.webp
single-arm-db-row,Single-Arm Dumbbell Row,Einarmiges Kurzhantel-Rudern,Remo con Mancuerna a Un Brazo,strength,pull,compound,intermediate,dumbbell,back,latissimus_dorsi|rhomboids,biceps_brachii|posterior_deltoid,hypertrophy|strength,pull_day|knee_safe|lower_back_safe|shoulder_safe|no_axial_load|requires_bench,6.0,True,False,A unilateral back exercise using a dumbbell for balanced development.,"Place one knee and hand on a bench for support. | Hold a dumbbell in the other hand with arm extended. | Pull the dumbbell up toward your hip, squeezing your shoulder blade. | Lower the dumbbell with control. | Repeat on both sides.",images/flat/single-arm-db-row-start.webp,images/flat/single-arm-db-row-peak.webp,
single-arm-dumbbell-overhead-tricep-extension,Single-Arm Dumbbell Overhead Tricep Extension,Einarmige Kurzhantel Overhead Trizeps Extension,Extensión de Tríceps sobre la Cabeza con Mancuerna a Un Brazo,strength,push,isolation,beginner,dumbbell,upper_arms,triceps_brachii,obliques,hypertrophy,arm_day,5.0,True,False,"A one-arm overhead tricep extension giving a long, unilateral stretch of the long head and training anti-side-bend core stability.","Stand or sit holding a dumbbell in one hand overhead, arm fully extended. | The palm faces forward; the other hand can hold your waist or an upright for stability. | Bend the elbow to lower the dumbbell behind the head in a controlled arc. | Keep the upper arm vertical and close to the head throughout. | Extend the elbow to return the dumbbell overhead. | Complete all reps on one side, then switch.",images/flat/single-arm-dumbbell-overhead-tricep-extension-start.webp,images/flat/single-arm-dumbbell-overhead-tricep-extension-peak.webp,
single-leg-glute-bridge,Single Leg Glute Bridge,Einbeinige Glute Bridge,Puente de Glúteo a Una Pierna,strength,push,compound,intermediate,,upper_legs,gluteus_maximus,erector_spinae|hamstrings,hypertrophy,leg_day|glute_focus,5.0,True,True,A unilateral glute bridge that loads one glute at a time and helps even out side-to-side imbalances.,"Lie on your back with one knee bent, foot flat, the other leg extended straight. | Brace the core and squeeze the glute on the working side. | Drive the hips up by pressing through the working heel. | Pause at the top with the body in a straight line from shoulders to knee. | Lower under control. Complete reps per side, then switch.",images/flat/single-leg-glute-bridge-start.webp,images/flat/single-leg-glute-bridge-peak.webp,
single-leg-lying-leg-curl,Single Leg Lying Leg Curl,Einbeiniger Liegender Leg Curl,Curl de Pierna Tumbado a Una Pierna,strength,pull,isolation,intermediate,leg_curl,upper_legs,hamstrings,gastrocnemius,hypertrophy,lower_back_safe|knee_safe|shoulder_safe|no_axial_load,5.0,True,False,"A unilateral hamstring isolation on the lying leg curl machine, addressing strength imbalances between legs.","Lie face down on a lying leg curl machine. | Position one ankle under the pad, keeping the other foot off the machine. | Curl the working leg by bringing your heel toward your glute. | Squeeze the hamstring at the top. | Lower the leg back down under control. | Complete reps on one side, then switch.",images/flat/single-leg-lying-leg-curl-start.webp,images/flat/single-leg-lying-leg-curl-peak.webp,
single-leg-romanian-deadlift,Single Leg Romanian Deadlift,Einbeiniges Romanian Deadlift,Peso Muerto Rumano a Una Pierna,strength,pull,compound,intermediate,dumbbell,back,gluteus_maximus|hamstrings,erector_spinae|gluteus_medius,hypertrophy|strength,knee_safe|shoulder_safe,6.0,True,False,"A single-leg hip hinge with dumbbells, training the hamstrings and glutes while challenging balance and hip stability.","Stand on one leg holding a dumbbell in each hand in front of your thighs. | Keep a slight bend in the standing knee. | Hinge at the hip while extending the free leg behind you. | Lower the dumbbells along your standing leg until you feel a hamstring stretch. | Drive through the heel to return to upright. | Complete reps on one side, then switch.",images/flat/single-leg-romanian-deadlift-start.webp,images/flat/single-leg-romanian-deadlift-peak.webp,
sit-ups,Sit-Ups,Sit-Ups,Abdominales,strength,pull,compound,beginner,,core,hip_flexors|rectus_abdominis,obliques,hypertrophy|endurance,core|knee_safe|shoulder_safe|no_axial_load|lower_back_safe,5.0,False,True,A classic abdominal exercise with a full range of motion.,Lie on your back with knees bent and feet anchored. | Cross your arms over your chest or place hands behind your head. | Sit all the way up until your torso is upright. | Lower back down with control. | Repeat.,images/flat/sit-ups-start.webp,images/flat/sit-ups-peak.webp,
skull-crusher,Skull Crusher,Skull Crusher,Skull Crusher,strength,push,isolation,intermediate,barbell,upper_arms,triceps_brachii,,hypertrophy,arm_day|knee_safe|shoulder_safe|no_axial_load|lower_back_safe|requires_bench,5.0,False,False,A lying triceps extension using a barbell to isolate the triceps through a full range of motion.,Lie on a flat bench holding a barbell over your chest with a narrow grip. | Lower the bar toward your forehead by bending at the elbows. | Extend your arms back to the start. | Repeat.,images/flat/skull-crusher-start.webp,images/flat/skull-crusher-peak.webp,
sled-row,Sled Row,Sled Row,Remo con Trineo,strength,pull,compound,intermediate,sled,back,latissimus_dorsi,biceps_brachii|gluteus_maximus|posterior_deltoid|rhomboids|trapezius,strength|endurance,pull_day,6.0,False,False,"A strongman-style row where the lifter walks backward and pulls a loaded sled with a rope or harness — pure concentric work, easy on the joints.","Attach a long rope or TRX-style handles to a loaded sled. | Stand facing the sled with the rope taut, body leaned back slightly against the load. | Row the rope to your torso while simultaneously walking backward a short step. | Extend the arms again, take another step back, and row again. | Continue for distance or time, maintaining a rhythmic row-and-step pattern.",images/flat/sled-row-start.webp,images/flat/sled-row-peak.webp,
smith-machine-bench-press,Smith Machine Bench Press,Smith Machine Bankdrücken,Press de Banca en Máquina Smith,strength,push,compound,beginner,smith_machine,chest,pectoralis_major,anterior_deltoid|triceps_brachii,hypertrophy|strength,knee_safe|no_axial_load|lower_back_safe|shoulder_safe|requires_bench,6.0,False,False,"A bench press variation in the Smith machine, where the guided bar path adds stability for the chest.",Lie on a flat bench set inside a Smith machine. | Grip the bar slightly wider than shoulder-width and unrack it. | Lower the bar under control to your mid-chest. | Pause briefly without bouncing. | Press the bar back up until your arms are fully extended. | Repeat for the desired number of reps.,images/flat/smith-machine-bench-press-start.webp,images/flat/smith-machine-bench-press-peak.webp,
smith-machine-bent-over-row,Smith Machine Bent Over Row,Smith Machine Bent Over Row,Remo Inclinado en Máquina Smith,strength,pull,compound,beginner,smith_machine,back,latissimus_dorsi|rhomboids,biceps_brachii|erector_spinae|trapezius,hypertrophy|strength,knee_safe|shoulder_safe,6.0,False,False,"A bent-over row in the Smith machine, with a fixed bar path that keeps the pull strict for the lats.",Stand inside a Smith machine with feet shoulder-width apart. | Grip the bar with an overhand grip slightly wider than shoulders. | Hinge at the hips until your torso is roughly 45 degrees. | Pull the bar toward your lower chest by driving your elbows back. | Squeeze your shoulder blades at the top. | Lower the bar under control and repeat.,images/flat/smith-machine-bent-over-row-start.webp,images/flat/smith-machine-bent-over-row-peak.webp,
smith-machine-bulgarian-split,Smith Machine Bulgarian Split Squat,Smith Machine Bulgarische Kniebeuge,Sentadilla Búlgara en Máquina Smith,strength,push,compound,intermediate,smith_machine,upper_legs,gluteus_maximus|quadriceps,hamstrings,hypertrophy|strength,leg_day|lower_back_safe|shoulder_safe|no_axial_load|knee_safe|requires_bench,6.0,True,False,A Bulgarian split squat performed in a Smith machine for added stability and load control.,Set up a bench behind the Smith machine. Rest the bar on your traps. | Place the rear foot on the bench and front foot forward. | Lower your back knee toward the floor. | Push through the front heel to return. | Repeat on both sides.,images/flat/smith-machine-bulgarian-split-start.webp,images/flat/smith-machine-bulgarian-split-peak.webp,
smith-machine-calf-raise,Smith Machine Calf Raise,Smith Machine Wadenheben,Elevación de Talón en Máquina Smith,strength,push,isolation,beginner,smith_machine,lower_legs,gastrocnemius,soleus,hypertrophy,knee_safe|shoulder_safe|lower_back_safe|no_axial_load,5.0,False,False,"A standing calf raise under the Smith machine bar, performed on a platform for a full stretch and contraction.",Place the Smith machine bar across your upper back and shoulders. | Stand on a small platform so your heels can drop below your toes. | Unrack the bar and raise up onto the balls of your feet. | Squeeze your calves hard at the top. | Lower your heels below the platform for a full stretch. | Repeat for the desired number of reps.,images/flat/smith-machine-calf-raise-start.webp,images/flat/smith-machine-calf-raise-peak.webp,
smith-machine-incline-bench-press,Smith Machine Incline Bench Press,Smith Machine Schrägbankdrücken,Press Inclinado en Máquina Smith,strength,push,compound,beginner,smith_machine,chest,anterior_deltoid|pectoralis_major,triceps_brachii,hypertrophy|strength,knee_safe|no_axial_load|lower_back_safe|shoulder_safe|requires_bench,6.0,False,False,"An incline press in the Smith machine, guiding the bar to target the upper chest and front delts.",Set an incline bench at 30-45 degrees inside a Smith machine. | Lie back and grip the bar slightly wider than shoulder-width. | Unrack and lower the bar to your upper chest. | Pause briefly at the bottom. | Press the bar back up until your arms are extended. | Repeat for the desired number of reps.,images/flat/smith-machine-incline-bench-press-start.webp,images/flat/smith-machine-incline-bench-press-peak.webp,
smith-machine-rdl,Smith Machine Romanian Deadlift,Smith Machine Romanian Deadlift,Peso Muerto Rumano en Máquina Smith,strength,pull,compound,beginner,smith_machine,upper_legs,hamstrings,erector_spinae|gluteus_maximus|trapezius,hypertrophy|strength,leg_day,6.0,False,False,"A Romanian deadlift performed on a Smith machine, fixing the bar path so you can focus on the hip hinge and posterior-chain stretch.","Set the Smith machine bar at mid-thigh height and stand directly underneath with feet hip-width. | Unrack the bar with an overhand grip just outside the hips. | Push the hips back while letting the bar slide down the front of the legs. | Go until you feel a deep hamstring stretch, with a flat back and a soft knee bend. | Drive the hips forward to return to standing, keeping the bar close to the body. | Repeat for the recommended number of repetitions.",images/flat/smith-machine-rdl-start.webp,images/flat/smith-machine-rdl-peak.webp,
smith-machine-reverse-grip-bent-over-row,Smith Machine Reverse Grip Bent Over Row,Smith Machine Reverse Grip Bent Over Row,Remo Inclinado con Agarre Inverso en Máquina Smith,strength,pull,compound,beginner,smith_machine,back,biceps_brachii|latissimus_dorsi,erector_spinae|rhomboids|trapezius,hypertrophy|strength,knee_safe|shoulder_safe,6.0,False,False,"An underhand-grip row performed in the Smith machine, biasing the lower lats and biceps on a guided bar path.",Stand inside a Smith machine and grip the bar with an underhand grip. | Hinge forward at the hips until your torso is about 45 degrees. | Keep your back flat and core braced. | Pull the bar toward your lower abdomen. | Squeeze your lats and shoulder blades at the top. | Lower the bar under control and repeat.,images/flat/smith-machine-reverse-grip-bent-over-row-start.webp,images/flat/smith-machine-reverse-grip-bent-over-row-peak.webp,
smith-machine-shoulder-press,Smith Machine Shoulder Press,Smith-Maschine Schulterdrücken,Press de Hombros en Máquina Smith,strength,push,compound,beginner,smith_machine,shoulders,anterior_deltoid|lateral_deltoid,trapezius|triceps_brachii,hypertrophy|strength,knee_safe|lower_back_safe|no_axial_load,6.0,False,False,"An overhead press in the Smith machine, with the guided bar path providing stability for the shoulders.",Sit on a bench positioned inside a Smith machine. | Grip the bar slightly wider than shoulder-width at shoulder level. | Unrack the bar and press it overhead until your arms are extended. | Lower the bar back to shoulder level under control. | Keep your core tight throughout. | Repeat for the desired number of reps.,images/flat/smith-machine-shoulder-press-start.webp,images/flat/smith-machine-shoulder-press-peak.webp,
smith-machine-shrug,Smith Machine Shrug,Smith-Maschine Schulterzucken,Encogimiento de Hombros en Máquina Smith,strength,pull,isolation,beginner,smith_machine,back,trapezius,forearm_flexors,hypertrophy,knee_safe|lower_back_safe|shoulder_safe|no_axial_load,5.0,False,False,A Smith machine isolation exercise elevating the shoulders to target the trapezius with a fixed bar path.,"Stand upright inside a Smith machine with the bar at thigh height. | Grip the bar slightly wider than shoulder-width with an overhand grip. | Unrack the bar and let it hang in front of your thighs. | Shrug your shoulders straight up toward your ears. | Hold the top for a moment, then lower slowly. | Repeat for the desired number of reps.",images/flat/smith-machine-shrug-start.webp,images/flat/smith-machine-shrug-peak.webp,
smith-machine-squat,Smith Machine Squat,Smith-Maschine Kniebeuge,Sentadilla en Máquina Smith,strength,push,compound,beginner,smith_machine,upper_legs,gluteus_maximus|quadriceps,erector_spinae|gluteus_medius|hamstrings,hypertrophy|strength,,6.0,False,False,"A squat performed on the Smith machine, using the fixed bar path for added stability while training quads and glutes.","Set the Smith machine bar at shoulder height and step under it. | Position the bar across your upper traps and unrack it. | Stand with feet shoulder-width apart, slightly forward of the bar. | Descend until your thighs are parallel to the floor. | Drive through your heels to return to standing. | Repeat for the desired number of reps.",images/flat/smith-machine-squat-start.webp,images/flat/smith-machine-squat-peak.webp,
snatch,Snatch,Reißen,Arrancada,olympic,dynamic,compound,intermediate,barbell,full_body,gluteus_maximus|quadriceps|trapezius,erector_spinae|hamstrings|lateral_deltoid,power|strength,,8.0,False,False,"An Olympic lift pulling a barbell from the floor to overhead in one motion, caught in an overhead squat.","Stand with feet hip-width apart and grip the bar wide. | Hinge down, keeping your back flat and chest up. | Explosively extend hips, knees, and ankles to drive the bar up. | Pull yourself under the bar into an overhead squat. | Stand up with the bar locked out overhead. | Return the bar to the floor and repeat.",images/flat/snatch-start.webp,images/flat/snatch-peak.webp,
spider-curl,Spider Curl,Spider Curl,Curl Araña,strength,pull,isolation,intermediate,dumbbell,upper_arms,biceps_brachii,brachialis,hypertrophy,knee_safe|shoulder_safe|no_axial_load|lower_back_safe|requires_bench,5.0,False,False,"A curl lying face-down on an incline bench with arms hanging vertical, isolating the biceps through a strict range.",Lie face down on an incline bench with arms hanging straight down. | Hold a dumbbell in each hand with an underhand grip. | Keep your upper arms vertical as you curl the weights up. | Squeeze the biceps hard at the top. | Lower the dumbbells under control to full extension. | Repeat for the desired number of reps.,images/flat/spider-curl-start.webp,images/flat/spider-curl-peak.webp,
split-jerk,Split Jerk,Split-Stoßen,Jerk con Tijera,olympic,dynamic,compound,intermediate,barbell,full_body,anterior_deltoid|quadriceps,gluteus_maximus|trapezius|triceps_brachii,power|strength,,8.0,False,False,An overhead lift driving the barbell up with a leg dip and receiving it in a split stance with locked arms.,Hold the barbell across your front rack with elbows high. | Dip straight down by bending your knees slightly. | Explosively drive the bar overhead with your legs and arms. | Split your feet forward and back as the bar locks out. | Stand up by bringing your feet back together under the bar. | Lower the bar and repeat.,images/flat/split-jerk-start.webp,images/flat/split-jerk-peak.webp,
split-squat,Split Squat,Ausfallschritt-Kniebeuge,Sentadilla en Tijera,strength,push,compound,intermediate,,upper_legs,gluteus_maximus|quadriceps,gluteus_medius|hamstrings,hypertrophy|strength,shoulder_safe|lower_back_safe|no_axial_load|knee_safe,6.0,True,True,"A stationary lunge lowering straight down in a split stance, building single-leg strength without a step.","Stand in a split stance with one foot forward and one back. | Keep your torso upright and core braced. | Lower your hips straight down by bending both knees. | Stop when the back knee is just above the floor. | Drive through the front heel to return to the start. | Complete reps on one side, then switch.",images/flat/split-squat-start.webp,images/flat/split-squat-peak.webp,
spoto-press,Spoto Press,Spoto Press,Press Spoto,strength,push,compound,intermediate,barbell,chest,pectoralis_major,anterior_deltoid|triceps_brachii,hypertrophy|strength,knee_safe|no_axial_load|lower_back_safe|shoulder_safe|requires_bench,6.0,False,False,A bench press variation pausing the bar just above the chest to build control and pressing power.,Lie on a flat bench and grip the barbell slightly wider than shoulders. | Unrack the bar and hold it over your chest with arms extended. | Lower the bar until it is one inch above your chest. | Pause there for a full second without touching the chest. | Press the bar back up until your arms are extended. | Repeat for the desired number of reps.,images/flat/spoto-press-start.webp,images/flat/spoto-press-peak.webp,
squat,Barbell Back Squat,Langhantel-Kniebeuge,Sentadilla Trasera con Barra,strength,push,compound,intermediate,barbell,upper_legs,gluteus_maximus|quadriceps,erector_spinae|hamstrings,hypertrophy|strength|power,powerlifting|leg_day|big_three,6.0,False,False,"A compound lower-body movement targeting the quadriceps, glutes, and hamstrings.","Position the bar on your upper traps. | Unrack and step back, feet shoulder-width apart. | Brace your core and squat down until thighs are parallel. | Drive through your heels to stand back up. | Repeat.",images/flat/squat-start.webp,images/flat/squat-peak.webp,
stability-ball-hip-bridge,Stability Ball Hip Bridge,Stability-Ball-Hüftbrücke,Puente de Cadera con Balón de Estabilidad,strength,push,isolation,beginner,stability_ball,upper_legs,gluteus_maximus,hamstrings|rectus_abdominis,hypertrophy|rehabilitation,leg_day|lower_back_safe,5.0,False,False,"A glute bridge with the feet on a stability ball, adding an anti-rotation and balance demand to the basic bridge pattern.",Lie face-up on the floor and place both feet on top of a stability ball. | Arms rest at the sides on the floor for balance. | Squeeze the glutes and press the heels into the ball to raise the hips. | Finish with a straight line from shoulders to knees. | Lower the hips under control without the ball rolling away. | Repeat for the recommended number of repetitions.,images/flat/stability-ball-hip-bridge-start.webp,images/flat/stability-ball-hip-bridge-peak.webp,
stability-ball-knee-tuck,Stability Ball Knee Tuck,Stability-Ball-Knee-Tuck,Encogimiento de Rodillas con Balón de Estabilidad,strength,dynamic,compound,intermediate,stability_ball,core,rectus_abdominis,anterior_deltoid|hip_flexors|obliques|serratus_anterior,hypertrophy|strength,core,6.0,False,False,"A plank-position knee tuck with the feet on a stability ball, rolling the ball in under the hips to load the abs dynamically.","Start in a high plank with both shins or the tops of the feet on top of a stability ball. | Hands are under the shoulders, body in a straight line. | Brace the core and pull the ball toward the chest by tucking the knees in. | Roll it back out by extending the legs fully back to the plank position. | Repeat for the recommended number of repetitions.",images/flat/stability-ball-knee-tuck-start.webp,images/flat/stability-ball-knee-tuck-peak.webp,
stability-ball-push-up,Stability Ball Push-Up,Stability-Ball-Push-Up,Push-Up con Balón de Estabilidad,strength,push,compound,intermediate,stability_ball,chest,pectoralis_major,anterior_deltoid|rectus_abdominis|serratus_anterior|triceps_brachii,hypertrophy|core,push_day|calisthenics|core,6.0,False,False,"A push-up performed with the feet on a stability ball, adding a strong anti-rotation demand to a standard push-up.",Kneel in front of a stability ball and place your shins or feet on top of it. | Set the hands on the floor under the shoulders in a high-plank position. | Brace the core hard — the ball will want to roll sideways. | Lower the chest to the floor by bending the elbows. | Press back up to the starting position without letting the ball wobble. | Repeat for the recommended number of repetitions.,images/flat/stability-ball-push-up-start.webp,images/flat/stability-ball-push-up-peak.webp,
standing-calf-raise,Standing Calf Raise,Stehende Wadenhebeübung,Elevación de Talones de Pie,strength,push,isolation,beginner,standing_calf_raise_machine,lower_legs,gastrocnemius,soleus,hypertrophy,leg_day|knee_safe|shoulder_safe|lower_back_safe|no_axial_load,5.0,False,False,A calf raise performed standing to develop the gastrocnemius through a full range of motion.,Stand on the edge of a platform or calf raise machine. | Lower heels below the platform. | Push up onto your toes. | Lower slowly. | Repeat.,images/flat/standing-calf-raise-start.webp,images/flat/standing-calf-raise-peak.webp,
step-ups,Step Ups,Step-Ups,Step Ups,strength,push,compound,intermediate,,upper_legs,gluteus_maximus|quadriceps,gastrocnemius|gluteus_medius|hamstrings,hypertrophy|strength,shoulder_safe|lower_back_safe|no_axial_load|knee_safe|requires_bench,5.0,False,True,"A lower-body exercise stepping onto a bench, building strength in the quads and glutes.",Stand facing a sturdy box or bench. | Place one foot fully on the box surface. | Drive through that heel to lift your body onto the box. | Bring your trailing foot up to stand fully on the box. | Step back down leading with the same foot. | Alternate legs or complete all reps on one side before switching.,images/flat/step-ups-start.webp,images/flat/step-ups-peak.webp,
stiff-leg-deadlift,Stiff Leg Deadlift,Steifbeiniges Kreuzheben,Peso Muerto con Piernas Rígidas,strength,pull,compound,intermediate,barbell,back,gluteus_maximus|hamstrings,erector_spinae|trapezius,hypertrophy|strength,knee_safe|shoulder_safe,6.0,False,False,"A hip hinge with nearly straight legs, lowering the bar along the thighs to stretch and load the hamstrings.","Stand with feet hip-width apart, holding a barbell in front of your thighs. | Keep your legs nearly straight with only a slight knee bend. | Hinge at the hips and lower the bar along your legs. | Go as low as your hamstring flexibility allows with a flat back. | Drive through your heels to return upright. | Repeat for the desired number of reps.",images/flat/stiff-leg-deadlift-start.webp,images/flat/stiff-leg-deadlift-peak.webp,
straight-arm-pulldown,Straight-Arm Pulldown,Straight-Arm-Pulldown,Jalón con Brazos Rectos,strength,pull,isolation,intermediate,cable,back,latissimus_dorsi,posterior_deltoid|triceps_brachii,hypertrophy,pull_day|knee_safe|no_axial_load|lower_back_safe|shoulder_safe,5.0,False,False,An isolation exercise for the lats using a cable with arms kept straight.,"Stand facing a cable machine with a straight bar attached to the high pulley. | With arms nearly straight, push the bar down in an arc toward your thighs. | Squeeze your lats at the bottom. | Slowly return the bar to the starting position. | Repeat.",images/flat/straight-arm-pulldown-start.webp,images/flat/straight-arm-pulldown-peak.webp,
sumo-deadlift,Sumo Deadlift,Sumo-Kreuzheben,Peso Muerto Sumo,strength,pull,compound,intermediate,barbell,back,gluteus_maximus|quadriceps,erector_spinae|hamstrings,hypertrophy|strength|power,powerlifting|leg_day|shoulder_safe|knee_safe,6.0,False,False,"A deadlift variation with a wide stance that shifts emphasis to the glutes, quads, and inner thighs.","Stand with feet wider than shoulder-width, toes pointed outward. | Grip the bar between your legs. | Brace your core and drive through your heels to stand. | Lower under control. | Repeat.",images/flat/sumo-deadlift-start.webp,images/flat/sumo-deadlift-peak.webp,
sumo-squat,Sumo Squat,Sumo-Kniebeuge,Sentadilla Sumo,strength,push,compound,intermediate,barbell,upper_legs,gluteus_maximus|quadriceps,erector_spinae|gluteus_medius|hamstrings,hypertrophy|strength,,6.0,False,False,"A barbell squat performed with a wide stance and turned-out toes, emphasizing the glutes and quads.",Stand with feet wider than shoulder-width and toes turned out. | Hold a barbell across your upper back. | Brace your core and keep your chest up. | Bend at the hips and knees to lower into a deep squat. | Drive through your heels to stand back up. | Repeat for the desired number of reps.,images/flat/sumo-squat-start.webp,images/flat/sumo-squat-peak.webp,
superman,Superman,Superman,Superman,strength,pull,isolation,beginner,,back,erector_spinae|gluteus_maximus,hamstrings,hypertrophy|rehabilitation,core|knee_safe|no_axial_load|lower_back_safe|shoulder_safe,3.5,False,True,"A bodyweight lower-back exercise performed prone, lifting arms and legs simultaneously.","Lie face down with arms extended overhead. | Simultaneously lift your arms, chest, and legs off the floor. | Hold briefly at the top. | Lower under control. | Repeat.",images/flat/superman-start.webp,images/flat/superman-peak.webp,
